academic_year,sending_institution,receiving_institution,major,group,section,receiving_type,receiving_requirement,sending_courses,sending_course_options,fulfillment_options,no_articulation_reason,denied_courses,template_cell_id
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Marine Science B.S.,,,Course,PHYS 221 - Physics II,(PHYS 2B - General Physics II) OR (PHYS 3B - Science and Engineering Physics II AND PHYS 3C - Science and Engineering Physics III),"['PHYS 2B - General Physics II', 'PHYS 3B - Science and Engineering Physics II AND PHYS 3C - Science and Engineering Physics III']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 2B - General Physics II']}], 'courses': ['PHYS 2B - General Physics II'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 3B - Science and Engineering Physics II', 'PHYS 3C - Science and Engineering Physics III']}], 'courses': ['PHYS 3B - Science and Engineering Physics II', 'PHYS 3C - Science and Engineering Physics III'], 'must_take_together': True}]",,[],36e7ee02-55fe-4c5e-d17c-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Marine Science B.S.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""21b8ea6c-e097-4596-cbd1-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"CHEM 111, CHEM 111L",CHEM 1B - General Chemistry II,['CHEM 1B - General Chemistry II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['CHEM 1B - General Chemistry II']}], 'courses': ['CHEM 1B - General Chemistry II'], 'must_take_together': False}]",,[],db38ce1c-13fc-4793-d171-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Marine Science B.S.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""21b8ea6c-e097-4596-cbd1-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"BIO 211, BIO 211L","BIOL 22 - Concepts in Biology II: Diversity, Ecology, and Evolution","['BIOL 22 - Concepts in Biology II: Diversity, Ecology, and Evolution']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 22 - Concepts in Biology II: Diversity, Ecology, and Evolution']}], 'courses': ['BIOL 22 - Concepts in Biology II: Diversity, Ecology, and Evolution'], 'must_take_together': False}]",,[],96db9d42-b17a-458f-d173-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Marine Science B.S.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""21b8ea6c-e097-4596-cbd1-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"CHEM 110, CHEM 110L",CHEM 1A - General Chemistry I,['CHEM 1A - General Chemistry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['CHEM 1A - General Chemistry I']}], 'courses': ['CHEM 1A - General Chemistry I'], 'must_take_together': False}]",,[],3d8fdb3e-7275-45b4-d174-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Marine Science B.S.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""21b8ea6c-e097-4596-cbd1-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"BIO 210, BIO 210L","BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms","['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms']}], 'courses': ['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms'], 'must_take_together': False}]",,[],cb947392-911b-4c97-d175-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Kinesiology B.S., Wellness Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""f44c130a-f80c-4ca9-cbc1-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,STAT 100 - Introduction to Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],63ae7c9a-b1ce-45d8-d0dd-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Kinesiology B.S., Wellness Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""f44c130a-f80c-4ca9-cbc1-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Requirement,Anatomy & Physiology,ANAT 1 - Human Anatomy with Cadaver Lab AND PHSO 1 - Human Physiology AND PHSO 2 - Human Physiology Laboratory,['ANAT 1 - Human Anatomy with Cadaver Lab AND PHSO 1 - Human Physiology AND PHSO 2 - Human Physiology Laboratory'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ANAT 1 - Human Anatomy with Cadaver Lab', 'PHSO 1 - Human Physiology', 'PHSO 2 - Human Physiology Laboratory']}], 'courses': ['ANAT 1 - Human Anatomy with Cadaver Lab', 'PHSO 1 - Human Physiology', 'PHSO 2 - Human Physiology Laboratory'], 'must_take_together': True}]",,[],c2feee74-a61b-43c7-cf3c-08ddf08220df
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A., Music Technology Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""691d3ea8-051b-4fa3-d751-08ddedcf3ee2"", ""selectionType"": ""Complete""}",,Course,MPA 110 - Keyboard I,MUSI 50A - Piano I,['MUSI 50A - Piano I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 50A - Piano I']}], 'courses': ['MUSI 50A - Piano I'], 'must_take_together': False}]",,[],a109164a-3f06-4cdd-6881-08ddedcf49dc
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A., Music Technology Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""691d3ea8-051b-4fa3-d751-08ddedcf3ee2"", ""selectionType"": ""Complete""}",,Course,MPA 210 - Keyboard II,MUSI 50B - Piano II,['MUSI 50B - Piano II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 50B - Piano II']}], 'courses': ['MUSI 50B - Piano II'], 'must_take_together': False}]",,[],f9ab196b-8d8b-446d-6882-08ddedcf49dc
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A., Music Technology Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""691d3ea8-051b-4fa3-d751-08ddedcf3ee2"", ""selectionType"": ""Complete""}",,Series,"MPA 100, MPA 104",MUSI 10A - Music Theory and Musicianship I,['MUSI 10A - Music Theory and Musicianship I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 10A - Music Theory and Musicianship I']}], 'courses': ['MUSI 10A - Music Theory and Musicianship I'], 'must_take_together': False}]",,[],1bb23ff9-a767-4e00-688e-08ddedcf49dc
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A., Music Technology Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""691d3ea8-051b-4fa3-d751-08ddedcf3ee2"", ""selectionType"": ""Complete""}",,Series,"MPA 101, MPA 105",MUSI 10B - Music Theory and Musicianship II,['MUSI 10B - Music Theory and Musicianship II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 10B - Music Theory and Musicianship II']}], 'courses': ['MUSI 10B - Music Theory and Musicianship II'], 'must_take_together': False}]",,[],028d6272-a0ec-4822-688f-08ddedcf49dc
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A., Music Technology Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""691d3ea8-051b-4fa3-d751-08ddedcf3ee2"", ""selectionType"": ""Complete""}",,Series,"MPA 102, MPA 106",MUSI 10C - Music Theory and Musicianship III,['MUSI 10C - Music Theory and Musicianship III'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 10C - Music Theory and Musicianship III']}], 'courses': ['MUSI 10C - Music Theory and Musicianship III'], 'must_take_together': False}]",,[],bd16cc84-9443-4e5c-6890-08ddedcf49dc
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A., Music Technology Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""691d3ea8-051b-4fa3-d751-08ddedcf3ee2"", ""selectionType"": ""Complete""}",,Series,"MPA 103, MPA 107",MUSI 10D - Music Theory and Musicianship IV,['MUSI 10D - Music Theory and Musicianship IV'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 10D - Music Theory and Musicianship IV']}], 'courses': ['MUSI 10D - Music Theory and Musicianship IV'], 'must_take_together': False}]",,[],0d50164b-ffb1-46e6-6891-08ddedcf49dc
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,PHYS 220 - Physics I,(PHYS 2A - General Physics I) OR (PHYS 3A - Science and Engineering Physics I),"['PHYS 2A - General Physics I', 'PHYS 3A - Science and Engineering Physics I']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 2A - General Physics I']}], 'courses': ['PHYS 2A - General Physics I'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 3A - Science and Engineering Physics I']}], 'courses': ['PHYS 3A - Science and Engineering Physics I'], 'must_take_together': False}]",,[],3d943c04-fb08-4edf-d0ff-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,GEOL 260 - Geology/Hydrology,GEOL 2 - Physical Geology AND GEOL 2L - Physical Geology Laboratory,['GEOL 2 - Physical Geology AND GEOL 2L - Physical Geology Laboratory'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['GEOL 2 - Physical Geology', 'GEOL 2L - Physical Geology Laboratory']}], 'courses': ['GEOL 2 - Physical Geology', 'GEOL 2L - Physical Geology Laboratory'], 'must_take_together': True}]",,[],12731e03-de1d-46db-d100-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 150 - Calculus I,MATH 20A - Calculus with Analytic Geometry I,['MATH 20A - Calculus with Analytic Geometry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 20A - Calculus with Analytic Geometry I']}], 'courses': ['MATH 20A - Calculus with Analytic Geometry I'], 'must_take_together': False}]",,[],d0c5087c-363b-40af-d102-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 151 - Calculus II,MATH 20B - Calculus with Analytic Geometry II,['MATH 20B - Calculus with Analytic Geometry II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 20B - Calculus with Analytic Geometry II']}], 'courses': ['MATH 20B - Calculus with Analytic Geometry II'], 'must_take_together': False}]",,[],773b4afa-2e1f-45bd-d104-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,PHYS 221 - Physics II,(PHYS 2B - General Physics II) OR (PHYS 3B - Science and Engineering Physics II AND PHYS 3C - Science and Engineering Physics III),"['PHYS 2B - General Physics II', 'PHYS 3B - Science and Engineering Physics II AND PHYS 3C - Science and Engineering Physics III']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 2B - General Physics II']}], 'courses': ['PHYS 2B - General Physics II'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 3B - Science and Engineering Physics II', 'PHYS 3C - Science and Engineering Physics III']}], 'courses': ['PHYS 3B - Science and Engineering Physics II', 'PHYS 3C - Science and Engineering Physics III'], 'must_take_together': True}]",,[],19bf1366-2217-4217-d107-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,ENSTU 280 - Environmental Economics & Policy,ECON 4 - Principles of Economics: Micro,['ECON 4 - Principles of Economics: Micro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 4 - Principles of Economics: Micro']}], 'courses': ['ECON 4 - Principles of Economics: Micro'], 'must_take_together': False}]",,[],3373b285-bb18-40a4-d10a-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 202 - Micro Economics,ECON 4 - Principles of Economics: Micro,['ECON 4 - Principles of Economics: Micro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 4 - Principles of Economics: Micro']}], 'courses': ['ECON 4 - Principles of Economics: Micro'], 'must_take_together': False}]",,[],7a37c0cc-caff-450b-d10b-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,ENVS 201 - Introduction to Environmental Science,BIOL 31 - Introduction to Environmental Science,['BIOL 31 - Introduction to Environmental Science'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 31 - Introduction to Environmental Science']}], 'courses': ['BIOL 31 - Introduction to Environmental Science'], 'must_take_together': False}]",,[],25c78d1e-8cd0-4f01-d10c-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,FYS 124 - Introduction to Environmental Science,No articulation (No Course Articulated),[],[],No Course Articulated,[],2c6aca7c-e491-4f6a-d10d-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"CHEM 110, CHEM 110L",CHEM 1A - General Chemistry I,['CHEM 1A - General Chemistry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['CHEM 1A - General Chemistry I']}], 'courses': ['CHEM 1A - General Chemistry I'], 'must_take_together': False}]",,[],fd9bf85b-7e8e-456f-d101-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"BIO 210, BIO 210L","BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms","['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms']}], 'courses': ['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms'], 'must_take_together': False}]",,[],32fb7ef0-e3e8-4770-d105-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Science, Technology & Policy B.S., Watershed Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""9d41a3ed-e4a8-466c-cbc5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"CHEM 111, CHEM 111L",CHEM 1B - General Chemistry II,['CHEM 1B - General Chemistry II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['CHEM 1B - General Chemistry II']}], 'courses': ['CHEM 1B - General Chemistry II'], 'must_take_together': False}]",,[],e02603ff-70c6-4b21-d106-08dd6d829ad0
